,PassengerId,Survived,Pclass,Sex,Master,Miss,Mr,Mrs,Others,Family,Fare-bin,Age-bin,Ticket_1,Ticket_2,Ticket_3,Ticket_4,Ticket_C,Ticket_P,Ticket_S
328,329,1.0,3,1,0,0,0,1,0,3,3,5,0,0,1,0,0,0,0
329,330,1.0,1,1,0,1,0,0,0,2,5,3,1,0,0,0,0,0,0
330,331,1.0,3,1,0,1,0,0,0,3,4,3,0,0,1,0,0,0,0
331,332,0.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
332,333,0.0,1,0,0,0,1,0,0,2,5,5,0,0,0,0,0,1,0
333,334,0.0,3,0,0,0,1,0,0,3,3,3,0,0,1,0,0,0,0
334,335,1.0,1,1,0,0,0,1,0,2,5,5,0,0,0,0,0,1,0
335,336,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
336,337,0.0,1,0,0,0,1,0,0,2,5,4,1,0,0,0,0,0,0
337,338,1.0,1,1,0,1,0,0,0,1,5,5,1,0,0,0,0,0,0
338,339,1.0,3,0,0,0,1,0,0,1,2,5,0,0,0,1,0,0,0
339,340,0.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
340,341,1.0,2,0,1,0,0,0,0,3,4,1,0,1,0,0,0,0,0
341,342,1.0,1,1,0,1,0,0,0,0,5,4,1,0,0,0,0,0,0
342,343,0.0,2,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0
343,344,0.0,2,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0
344,345,0.0,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
345,346,1.0,2,1,0,1,0,0,0,1,3,4,0,1,0,0,0,0,0
346,347,1.0,2,1,0,1,0,0,0,1,3,5,0,0,1,0,0,0,0
347,348,1.0,3,1,0,0,0,1,0,2,3,4,0,0,1,0,0,0,0
348,349,1.0,3,0,1,0,0,0,0,3,3,1,0,0,0,0,1,0,0
349,350,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
350,351,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
351,352,0.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
352,353,0.0,3,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0
353,354,0.0,3,0,0,0,1,0,0,2,3,4,0,0,1,0,0,0,0
354,355,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
355,356,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
356,357,1.0,1,1,0,1,0,0,0,2,5,4,1,0,0,0,0,0,0
357,358,0.0,2,1,0,1,0,0,0,1,3,5,0,1,0,0,0,0,0
358,359,1.0,3,1,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0
359,360,1.0,3,1,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0
360,361,0.0,3,0,0,0,1,0,0,0,4,5,0,0,1,0,0,0,0
361,362,0.0,2,0,0,0,1,0,0,2,4,4,0,0,0,0,0,0,1
362,363,0.0,3,1,0,0,0,1,0,2,3,5,0,1,0,0,0,0,0
363,364,0.0,3,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,1
364,365,0.0,3,0,0,0,1,0,0,2,3,4,0,0,1,0,0,0,0
365,366,0.0,3,0,0,0,1,0,0,1,1,4,0,0,0,0,1,0,0
366,367,1.0,1,1,0,0,0,1,0,2,5,6,1,0,0,0,0,0,0
367,368,1.0,3,1,0,0,0,1,0,1,1,5,0,1,0,0,0,0,0
368,369,1.0,3,1,0,1,0,0,0,1,1,4,1,0,0,0,0,0,0
369,370,1.0,1,1,0,0,0,1,0,1,5,4,0,0,0,0,0,1,0
370,371,1.0,1,0,0,0,1,0,0,2,5,4,1,0,0,0,0,0,0
371,372,0.0,3,0,0,0,1,0,0,2,1,3,0,0,1,0,0,0,0
372,373,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
373,374,0.0,1,0,0,0,1,0,0,1,5,4,0,0,0,0,0,1,0
374,375,0.0,3,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0
375,376,1.0,1,1,0,0,0,1,0,2,5,5,0,0,0,0,0,1,0
376,377,1.0,3,1,0,1,0,0,0,1,1,4,0,0,0,0,1,0,0
377,378,0.0,1,0,0,0,1,0,0,3,5,4,1,0,0,0,0,0,0
378,379,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
379,380,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
380,381,1.0,1,1,0,1,0,0,0,1,5,5,0,0,0,0,0,1,0
381,382,1.0,3,1,0,1,0,0,0,3,3,1,0,1,0,0,0,0,0
382,383,0.0,3,0,0,0,1,0,0,1,2,5,0,0,0,0,0,0,1
383,384,1.0,1,1,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0
384,385,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
385,386,0.0,2,0,0,0,1,0,0,1,5,3,0,0,0,0,0,0,1
386,387,0.0,3,0,1,0,0,0,0,0,5,1,0,0,0,0,1,0,0
387,388,1.0,2,1,0,1,0,0,0,1,3,5,0,1,0,0,0,0,0
388,389,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
389,390,1.0,2,1,0,1,0,0,0,1,3,3,0,0,0,0,0,0,1
390,391,1.0,1,0,0,0,1,0,0,4,5,5,1,0,0,0,0,0,0
391,392,1.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
392,393,0.0,3,0,0,0,1,0,0,3,2,4,0,0,1,0,0,0,0
393,394,1.0,1,1,0,1,0,0,0,2,5,4,0,0,1,0,0,0,0
394,395,1.0,3,1,0,0,0,1,0,3,3,4,0,0,0,0,0,1,0
395,396,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
396,397,0.0,3,1,0,1,0,0,0,1,1,5,0,0,1,0,0,0,0
397,398,0.0,2,0,0,0,1,0,0,1,4,5,0,1,0,0,0,0,0
398,399,0.0,2,0,0,0,0,0,1,1,2,4,0,1,0,0,0,0,0
399,400,1.0,2,1,0,0,0,1,0,1,3,4,0,1,0,0,0,0,0
400,401,1.0,3,0,0,0,1,0,0,1,2,5,0,0,0,0,0,0,1
401,402,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
402,403,0.0,3,1,0,1,0,0,0,2,2,4,0,0,0,1,0,0,0
403,404,0.0,3,0,0,0,1,0,0,2,3,4,0,0,0,0,0,0,1
404,405,0.0,3,1,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0
405,406,0.0,2,0,0,0,1,0,0,2,3,5,0,1,0,0,0,0,0
406,407,0.0,3,0,0,0,1,0,0,1,1,6,0,0,1,0,0,0,0
407,408,1.0,2,0,1,0,0,0,0,3,3,1,0,1,0,0,0,0,0
408,409,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
409,410,0.0,3,1,0,1,0,0,0,0,4,2,0,0,0,1,0,0,0
410,411,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
411,412,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
412,413,1.0,1,1,0,1,0,0,0,2,5,5,1,0,0,0,0,0,0
413,414,0.0,2,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
414,415,1.0,3,0,0,0,1,0,0,1,2,5,0,0,0,0,0,0,1
415,416,0.0,3,1,0,0,0,1,0,1,2,5,0,0,1,0,0,0,0
416,417,1.0,2,1,0,0,0,1,0,3,4,5,0,1,0,0,0,0,0
417,418,1.0,2,1,0,1,0,0,0,3,3,3,0,1,0,0,0,0,0
418,419,0.0,2,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0
419,420,0.0,3,1,0,1,0,0,0,3,4,2,0,0,1,0,0,0,0
420,421,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
421,422,0.0,3,0,0,0,1,0,0,1,1,4,0,0,0,1,0,0,0
422,423,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
423,424,0.0,3,1,0,0,0,1,0,3,3,4,0,0,1,0,0,0,0
424,425,0.0,3,0,0,0,1,0,0,3,3,3,0,0,1,0,0,0,0
425,426,0.0,3,0,0,0,1,0,0,1,1,4,0,0,0,1,0,0,0
426,427,1.0,2,1,0,0,0,1,0,2,4,4,0,1,0,0,0,0,0
427,428,1.0,2,1,0,1,0,0,0,1,4,4,0,1,0,0,0,0,0
428,429,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
429,430,1.0,3,0,0,0,1,0,0,1,2,5,0,0,0,0,0,0,1
430,431,1.0,1,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0
431,432,1.0,3,1,0,0,0,1,0,2,3,4,0,0,1,0,0,0,0
432,433,1.0,2,1,0,0,0,1,0,2,4,5,0,0,0,0,0,0,1
433,434,0.0,3,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,1
434,435,0.0,1,0,0,0,1,0,0,2,5,5,1,0,0,0,0,0,0
435,436,1.0,1,1,0,1,0,0,0,4,5,3,1,0,0,0,0,0,0
436,437,0.0,3,1,0,1,0,0,0,0,4,4,0,0,0,1,0,0,0
437,438,1.0,2,1,0,0,0,1,0,0,3,4,0,1,0,0,0,0,0
438,439,0.0,1,0,0,0,1,0,0,0,5,6,1,0,0,0,0,0,0
439,440,0.0,2,0,0,0,1,0,0,1,2,5,0,0,0,0,1,0,0
440,441,1.0,2,1,0,0,0,1,0,3,4,5,0,0,0,1,0,0,0
441,442,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
442,443,0.0,3,0,0,0,1,0,0,2,1,4,0,0,1,0,0,0,0
443,444,1.0,2,1,0,0,0,1,0,1,3,4,0,1,0,0,0,0,0
444,445,1.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
445,446,1.0,1,0,1,0,0,0,0,3,5,1,0,0,1,0,0,0,0
446,447,1.0,2,1,0,1,0,0,0,2,3,3,0,1,0,0,0,0,0
447,448,1.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
448,449,1.0,3,1,0,1,0,0,0,4,3,2,0,1,0,0,0,0,0
449,450,1.0,1,0,0,0,0,0,1,1,4,6,1,0,0,0,0,0,0
450,451,0.0,2,0,0,0,1,0,0,4,4,5,0,0,0,0,1,0,0
451,452,0.0,3,0,0,0,1,0,0,2,3,4,0,0,0,1,0,0,0
452,453,0.0,1,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0
453,454,1.0,1,0,0,0,1,0,0,2,5,5,1,0,0,0,0,0,0
454,455,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
455,456,1.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
456,457,0.0,1,0,0,0,1,0,0,1,4,6,1,0,0,0,0,0,0
457,458,1.0,1,1,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0
458,459,1.0,2,1,0,1,0,0,0,1,2,5,0,0,0,1,0,0,0
459,460,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
460,461,1.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
461,462,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
462,463,0.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
463,464,0.0,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
464,465,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
465,466,0.0,3,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,1
466,467,0.0,2,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
467,468,0.0,1,0,0,0,1,0,0,1,4,6,1,0,0,0,0,0,0
468,469,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
469,470,1.0,3,1,0,1,0,0,0,4,3,1,0,1,0,0,0,0,0
470,471,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
471,472,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
472,473,1.0,2,1,0,0,0,1,0,4,4,5,0,0,0,0,1,0,0
473,474,1.0,2,1,0,0,0,1,0,1,3,4,0,0,0,0,0,0,1
474,475,0.0,3,1,0,1,0,0,0,1,2,4,0,0,0,1,0,0,0
475,476,0.0,1,0,0,0,1,0,0,1,5,5,1,0,0,0,0,0,0
476,477,0.0,2,0,0,0,1,0,0,2,3,5,0,0,1,0,0,0,0
477,478,0.0,3,0,0,0,1,0,0,2,1,4,0,0,1,0,0,0,0
478,479,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
479,480,1.0,3,1,0,1,0,0,0,2,3,1,0,0,1,0,0,0,0
480,481,0.0,3,0,1,0,0,0,0,0,5,2,0,0,0,0,1,0,0
481,482,0.0,2,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
482,483,0.0,3,0,0,0,1,0,0,1,2,5,0,0,0,1,0,0,0
483,484,1.0,3,1,0,0,0,1,0,1,2,6,0,0,0,1,0,0,0
484,485,1.0,1,0,0,0,1,0,0,2,5,4,1,0,0,0,0,0,0
485,486,0.0,3,1,0,1,0,0,0,0,4,2,0,0,0,1,0,0,0
486,487,1.0,1,1,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0
487,488,0.0,1,0,0,0,1,0,0,1,4,6,1,0,0,0,0,0,0
488,489,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
489,490,1.0,3,0,1,0,0,0,0,3,3,2,0,0,0,0,1,0,0
490,491,0.0,3,0,0,0,1,0,0,2,3,4,0,0,0,1,0,0,0
491,492,0.0,3,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,1
492,493,0.0,1,0,0,0,1,0,0,1,4,6,1,0,0,0,0,0,0
493,494,0.0,1,0,0,0,1,0,0,1,5,7,0,0,0,0,0,1,0
494,495,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
495,496,0.0,3,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
496,497,1.0,1,1,0,1,0,0,0,2,5,6,0,0,1,0,0,0,0
497,498,0.0,3,0,0,0,1,0,0,1,3,5,0,0,0,0,1,0,0
498,499,0.0,1,1,0,0,0,1,0,4,5,4,1,0,0,0,0,0,0
499,500,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
500,501,0.0,3,0,0,0,1,0,0,1,2,3,0,0,1,0,0,0,0
501,502,0.0,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
502,503,0.0,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
503,504,0.0,3,1,0,1,0,0,0,1,2,5,0,0,0,1,0,0,0
504,505,1.0,1,1,0,1,0,0,0,1,5,3,1,0,0,0,0,0,0
505,506,0.0,1,0,0,0,1,0,0,2,5,3,0,0,0,0,0,1,0
506,507,1.0,2,1,0,0,0,1,0,3,4,5,0,1,0,0,0,0,0
507,508,1.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
508,509,0.0,3,0,0,0,1,0,0,1,4,4,0,0,0,0,1,0,0
509,510,1.0,3,0,0,0,1,0,0,1,5,4,1,0,0,0,0,0,0
510,511,1.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
511,512,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,1
512,513,1.0,1,0,0,0,1,0,0,1,4,5,0,0,0,0,0,1,0
513,514,1.0,1,1,0,0,0,1,0,2,5,6,0,0,0,0,0,1,0
514,515,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
515,516,0.0,1,0,0,0,1,0,0,1,4,5,0,0,1,0,0,0,0
516,517,1.0,2,1,0,0,0,1,0,1,2,5,0,0,0,0,1,0,0
517,518,0.0,3,0,0,0,1,0,0,1,4,5,0,0,1,0,0,0,0
518,519,1.0,2,1,0,0,0,1,0,2,4,5,0,1,0,0,0,0,0
519,520,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
520,521,1.0,1,1,0,1,0,0,0,1,5,4,1,0,0,0,0,0,0
521,522,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
522,523,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
523,524,1.0,1,1,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0
524,525,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
525,526,0.0,3,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0
526,527,1.0,2,1,0,1,0,0,0,1,2,5,0,0,0,1,0,0,0
527,528,0.0,1,0,0,0,1,0,0,1,5,5,0,0,0,0,0,1,0
528,529,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
529,530,0.0,2,0,0,0,1,0,0,4,3,4,0,1,0,0,0,0,0
530,531,1.0,2,1,0,1,0,0,0,3,4,1,0,1,0,0,0,0,0
531,532,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
532,533,0.0,3,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0
533,534,1.0,3,1,0,0,0,1,0,3,4,5,0,1,0,0,0,0,0
534,535,0.0,3,1,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0
535,536,1.0,2,1,0,1,0,0,0,3,4,2,0,0,0,1,0,0,0
536,537,0.0,1,0,0,0,0,0,1,1,4,5,1,0,0,0,0,0,0
537,538,1.0,1,1,0,1,0,0,0,1,5,4,0,0,0,0,0,1,0
538,539,0.0,3,0,0,0,1,0,0,1,3,5,0,0,1,0,0,0,0
539,540,1.0,1,1,0,1,0,0,0,3,5,4,1,0,0,0,0,0,0
540,541,1.0,1,1,0,1,0,0,0,3,5,5,0,0,0,1,0,0,0
541,542,0.0,3,1,0,1,0,0,0,0,4,2,0,0,1,0,0,0,0
542,543,0.0,3,1,0,1,0,0,0,0,4,2,0,0,1,0,0,0,0
543,544,1.0,2,0,0,0,1,0,0,2,4,5,0,1,0,0,0,0,0
544,545,0.0,1,0,0,0,1,0,0,2,5,5,0,0,0,0,0,1,0
545,546,0.0,1,0,0,0,1,0,0,1,4,6,0,0,0,1,0,0,0
546,547,1.0,2,1,0,0,0,1,0,2,4,4,0,1,0,0,0,0,0
547,548,1.0,2,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,1
548,549,0.0,3,0,0,0,1,0,0,3,3,5,0,0,1,0,0,0,0
549,550,1.0,2,0,1,0,0,0,0,3,4,2,0,0,0,0,1,0,0
550,551,1.0,1,0,0,0,1,0,0,3,5,3,1,0,0,0,0,0,0
551,552,0.0,2,0,0,0,1,0,0,1,4,4,0,1,0,0,0,0,0
552,553,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
553,554,1.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
554,555,1.0,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
555,556,0.0,1,0,0,0,1,0,0,1,4,6,1,0,0,0,0,0,0
556,557,1.0,1,1,0,0,0,1,0,2,4,5,1,0,0,0,0,0,0
557,558,0.0,1,0,0,0,1,0,0,1,5,5,0,0,0,0,0,1,0
558,559,1.0,1,1,0,0,0,1,0,3,5,5,1,0,0,0,0,0,0
559,560,1.0,3,1,0,0,0,1,0,2,3,5,0,0,1,0,0,0,0
560,561,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
561,562,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
562,563,0.0,2,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0
563,564,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,1
564,565,0.0,3,1,0,1,0,0,0,1,2,4,0,0,0,0,0,0,1
565,566,0.0,3,0,0,0,1,0,0,3,4,4,0,0,0,1,0,0,0
566,567,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
567,568,0.0,3,1,0,0,0,1,0,0,3,4,0,0,1,0,0,0,0
568,569,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
569,570,1.0,3,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0
570,571,1.0,2,0,0,0,1,0,0,1,2,6,0,0,0,0,0,0,1
571,572,1.0,1,1,0,0,0,1,0,3,5,6,1,0,0,0,0,0,0
572,573,1.0,1,0,0,0,1,0,0,1,4,5,0,0,0,0,0,1,0
573,574,1.0,3,1,0,1,0,0,0,1,1,4,1,0,0,0,0,0,0
574,575,0.0,3,0,0,0,1,0,0,1,2,3,0,0,0,1,0,0,0
575,576,0.0,3,0,0,0,1,0,0,1,3,4,0,0,1,0,0,0,0
576,577,1.0,2,1,0,1,0,0,0,1,3,5,0,1,0,0,0,0,0
577,578,1.0,1,1,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0
578,579,0.0,3,1,0,0,0,1,0,2,3,4,0,1,0,0,0,0,0
579,580,1.0,3,0,0,0,1,0,0,1,2,5,0,0,0,0,0,0,1
580,581,1.0,2,1,0,1,0,0,0,3,4,4,0,1,0,0,0,0,0
581,582,1.0,1,1,0,0,0,1,0,3,5,5,1,0,0,0,0,0,0
582,583,0.0,2,0,0,0,1,0,0,1,4,6,0,1,0,0,0,0,0
583,584,0.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
584,585,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
585,586,1.0,1,1,0,1,0,0,0,3,5,3,1,0,0,0,0,0,0
586,587,0.0,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
587,588,1.0,1,0,0,0,1,0,0,3,5,6,1,0,0,0,0,0,0
588,589,0.0,3,0,0,0,1,0,0,1,2,4,1,0,0,0,0,0,0
589,590,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
590,591,0.0,3,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,1
591,592,1.0,1,1,0,0,0,1,0,2,5,6,0,0,1,0,0,0,0
592,593,0.0,3,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,0
593,594,0.0,3,1,0,1,0,0,0,3,1,4,0,0,1,0,0,0,0
594,595,0.0,2,0,0,0,1,0,0,2,4,5,0,0,0,0,0,0,1
595,596,0.0,3,0,0,0,1,0,0,3,4,5,0,0,1,0,0,0,0
596,597,1.0,2,1,0,1,0,0,0,1,4,4,0,1,0,0,0,0,0
597,598,0.0,3,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,0
598,599,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
599,600,1.0,1,0,0,0,0,0,1,2,5,5,0,0,0,0,0,1,0
600,601,1.0,2,1,0,0,0,1,0,4,4,4,0,1,0,0,0,0,0
601,602,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
602,603,0.0,1,0,0,0,1,0,0,1,5,5,1,0,0,0,0,0,0
603,604,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
604,605,1.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
605,606,0.0,3,0,0,0,1,0,0,2,3,5,0,0,1,0,0,0,0
606,607,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
607,608,1.0,1,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0
608,609,1.0,2,1,0,0,0,1,0,4,4,4,0,0,0,0,0,0,1
609,610,1.0,1,1,0,1,0,0,0,1,5,5,0,0,0,0,0,1,0
610,611,0.0,3,1,0,0,0,1,0,0,4,5,0,0,1,0,0,0,0
611,612,0.0,3,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,1
612,613,1.0,3,1,0,1,0,0,0,2,3,2,0,0,1,0,0,0,0
613,614,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
614,615,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
615,616,1.0,2,1,0,1,0,0,0,4,5,4,0,1,0,0,0,0,0
616,617,0.0,3,0,0,0,1,0,0,3,3,5,0,0,1,0,0,0,0
617,618,0.0,3,1,0,0,0,1,0,2,3,4,0,0,0,1,0,0,0
618,619,1.0,2,1,0,1,0,0,0,4,4,1,0,1,0,0,0,0,0
619,620,0.0,2,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
620,621,0.0,3,0,0,0,1,0,0,2,3,4,0,1,0,0,0,0,0
621,622,1.0,1,0,0,0,1,0,0,2,5,5,1,0,0,0,0,0,0
622,623,1.0,3,0,0,0,1,0,0,3,3,4,0,1,0,0,0,0,0
623,624,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
624,625,0.0,3,0,0,0,1,0,0,1,3,4,0,0,0,1,0,0,0
625,626,0.0,1,0,0,0,1,0,0,1,4,6,0,0,1,0,0,0,0
626,627,0.0,2,0,0,0,0,0,1,1,3,6,0,1,0,0,0,0,0
627,628,1.0,1,1,0,1,0,0,0,1,5,4,1,0,0,0,0,0,0
628,629,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
629,630,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
630,631,1.0,1,0,0,0,1,0,0,1,4,7,0,1,0,0,0,0,0
631,632,0.0,3,0,0,0,1,0,0,1,1,6,0,0,1,0,0,0,0
632,633,1.0,1,0,0,0,0,0,1,1,4,5,1,0,0,0,0,0,0
633,634,0.0,1,0,0,0,1,0,0,1,1,4,1,0,0,0,0,0,0
634,635,0.0,3,1,0,1,0,0,0,0,4,2,0,0,1,0,0,0,0
635,636,1.0,2,1,0,1,0,0,0,1,3,4,0,1,0,0,0,0,0
636,637,0.0,3,0,0,0,1,0,0,1,2,5,0,0,0,0,0,0,1
637,638,0.0,2,0,0,0,1,0,0,3,4,5,0,0,0,0,1,0,0
638,639,0.0,3,1,0,0,0,1,0,0,4,5,0,0,1,0,0,0,0
639,640,0.0,3,0,0,0,1,0,0,2,3,4,0,0,1,0,0,0,0
640,641,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
641,642,1.0,1,1,0,1,0,0,0,1,5,4,0,0,0,0,0,1,0
642,643,0.0,3,1,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0
643,644,1.0,3,0,0,0,1,0,0,1,5,5,1,0,0,0,0,0,0
644,645,1.0,3,1,0,1,0,0,0,4,3,1,0,1,0,0,0,0,0
645,646,1.0,1,0,0,0,1,0,0,2,5,5,0,0,0,0,0,1,0
646,647,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
647,648,1.0,1,0,0,0,0,0,1,1,4,6,1,0,0,0,0,0,0
648,649,0.0,3,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,1
649,650,1.0,3,1,0,1,0,0,0,1,1,4,0,0,0,0,1,0,0
650,651,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
651,652,1.0,2,1,0,1,0,0,0,2,4,3,0,1,0,0,0,0,0
652,653,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
653,654,1.0,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
654,655,0.0,3,1,0,1,0,0,0,1,1,3,0,0,1,0,0,0,0
655,656,0.0,2,0,0,0,1,0,0,3,5,4,0,0,0,0,0,0,1
656,657,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
657,658,0.0,3,1,0,0,0,1,0,3,3,5,0,0,1,0,0,0,0
